url,headline,date,author,fulltext
https://www.afd.de/peter-boehringer-kein-feiertag-fuer-deutschland-die-ezb-ist-seit-25-jahren-ein-destabilisierungsfaktor/,Peter Boehringer: Kein Feiertag für Deutschland – die EZB ist seit 25 Jahren ein Destabilisierungsfaktor,24. Mai 2023,Peter Boehringer,"Die EZB feiert am heutigen Tage mit einem Festakt in Frankfurt ihr 25-jähriges Bestehen. Peter Boehringer, stellvertretender Bundessprecher der AfD, kommentiert:
„Die AfD wird sich nicht in die Reihe der Gratulanten zur 25-Jahrfeier der EZB einreihen. Denn man darf nicht übersehen: Es ging Deutschland und Europa in der Zeit vor der EZB besser und es würde auch heute Deutschland und den europäischen Staaten besser gehen, wenn es die EZB nicht gäbe. In der Zeit vor 1999 war die Bundesbank eine machtvolle und stabilitätsorientierte Institution, heute ist die Bundesbank eine reine Filiale der EZB und die EZB verkörpert Macht ohne Stabilität.
‚Das vorrangige Ziel des Europäischen Systems der Zentralbanken ist es, die Preisstabilität zu gewährleisten.‘ So steht es in den Verträgen und daran sollte sich die EZB orientieren. Doch die Realität sieht anders aus. Das Ziel der Preisstabilität wird aktuell eindeutig verfehlt, und zwar nicht aufgrund externer Umstände, sondern aufgrund der Politik der EZB selbst. Die EZB hat mit ihrer ultra-lockeren Geldpolitik in ihrer kurzen Geschichte ihre Bilanzsumme verzehnfacht, sie hat die wertlosen Targetsalden explodieren lassen und hat Verwerfungen und Krisen an Aktien-, Immobilien- und Anleihemärkten geschürt. Die offizielle Inflationsrate, die im letzten Jahr zeitweise sogar zweistellig war, ist dabei nur die Spitze des Eisbergs. Mindestens genauso fatal sind die Dinge, die man nicht direkt sieht: nämlich die Enteignung der Sparer, die Umverteilung von Arm zu Reich, die Erodierung der Wettbewerbsfähigkeit für viele Staaten, die keine Abwertungen ihrer Währungen vornehmen können. All das nimmt die EZB billigend in Kauf, sie überschreitet seit Jahren ihr Mandat durch illegale Anleihekäufe und durch Einmischung in die Wirtschafts- und Klimapolitik. Die politischen Eliten begrüßen das und eilen darum zur Gratulation nach Frankfurt; dem Bürger ist hiermit in keiner Weise gedient.
Keine Währungsunion der Geschichte hat je überlebt, wenn sie nicht von einer politischen Union erzwungen wurde, denn eine Währungsunion in einem nicht-optimalen Währungsraum kann grundsätzlich nicht dauerhaft funktionieren. Die politische Union hatte jedoch in Deutschland niemals eine Mehrheit, wie schon Helmut Kohl zugab als er sagte: ‚Bei der Euro-Einführung war ich ein Diktator.‘ Insofern dürfte es sich beim aktuellen Festakt der EZB eher um ein Bergfest als um einen Meilenstein handeln.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-habeck-kann-es-nicht-er-muss-entlassen-werden/,"Stephan Brandner: Habeck kann es nicht, er muss entlassen werden",NA,Stephan Brandner,"Brandner dazu:
„Dass ein Staatssekretär aus dem Habeck-Ministerium Unternehmen fördern lässt, an denen er selbst beteiligt ist, wie die Personalie Udo Philipp deutlich macht, zeigt wieder einmal: es geht den Grünen nur darum, die eigene Klientel zu versorgen. Dass nun ein ausgewechselter neuer Staatssekretär genügen soll, um Glaubwürdigkeit wieder herzustellen, ist abwegig. Habeck selbst ist das Problem, er und die Seinen stecken tief im Filz und haben die Vetternwirtschaft überhaupt erst ermöglicht. Habeck kann auf keinen Fall weiter ein Ministerium führen.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-rundfunkzwangsbeitrag-nicht-reduzieren-sondern-abschaffen/,"Stephan Brandner: Rundfunkzwangsbeitrag nicht reduzieren, sondern abschaffen!",20. Mai 2023,Stephan Brandner,"Die Gebührenkommission KEF stellt erstmals seit Jahren einen minimalen Rückgang des Rundfunkbeitrags in Aussicht. Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, macht deutlich, dass eine Reduzierung um lediglich sechs Euro pro Jahr das Problem nicht löse, das würde einzig die Abschaffung der Zwangsbeiträge.
„Es ist ein Unding, dass durch das uns abgepresste Geld sogar Überschüsse erzielt werden. Immer wieder kamen in der Vergangenheit Skandale des Öffentlich-Rechtlichen ans Licht, die uns als AfD in unserer Meinung bestärken: der Zwangsfunk muss abgeschafft werden, ohne Wenn und Aber.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/tino-chrupalla-interessengeleitete-politik-baut-bruecken/,Tino Chrupalla: Interessengeleitete Politik baut Brücken,NA,Tino Chrupalla,"„Die westlichen Mächte der G7 müssen aufpassen, dass sie nicht mit zweierlei Maß messen. Einerseits diskutieren sie bei ihrem Gipfel hauptsächlich über wirtschaftliche Zwangsmaßnahmen gegen Russland. Andererseits wollen sie China für solche angeblichen Zwangsmaßnahmen verurteilen. Richtig wäre es, wenn alle Seiten auf freien und friedlichen Handel setzen und Wirtschaft nicht für Zwang und Krieg missbrauchen. Nur interessengeleitete Politik baut Brücken.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/mariana-harder-kuehnel-blitz-einbuergerungen-widersprechen-deutschen-interessen/,Mariana Harder-Kühnel: Blitz-Einbürgerungen widersprechen deutschen Interessen!,19. Mai 2023,Mariana Harder-Kühnel,"Die Ampel hat sich heute auf eine Reform des Einbürgerungsrechts geeinigt. Sie wird ihren Entwurf in Kürze beschließen und danach in den Deutschen Bundestag einbringen. Er sieht vor, dass Migranten zukünftig die deutsche Staatsangehörigkeit bereits nach fünf Jahren und bei „besonderer Integrationsleistung“ sogar nach drei Jahren erhalten können.
Dazu teilt Mariana Harder-Kühnel, stellvertretende Bundessprecherin der Alternative für Deutschland, mit:
„Die Ampel unternimmt mit ihrem Entwurf den Versuch, durch Wellen von Blitz-Einbürgerungen die Zahl der eigenen Wähler drastisch zu erhöhen, um unser Land im Sinne linker Ideologen noch schneller in eine multikulturelle Gesellschaft zu transformieren. Mit einer solchen Einbürgerungs-Reform würde sich unser Land endgültig abschaffen.
Nur die AfD wendet sich mit allen rechtsstaatlichen Mitteln dagegen und betont: Blitz-Einbürgerungen widersprechen deutschen Interessen und sind inakzeptabel. Die Einbürgerung kann erst der krönende Abschluss einer gelungenen Integration sein, und der deutsche Pass darf nicht an alle Welt verschenkt werden. Die Einwanderung nach Deutschland muss vielmehr nach unseren Interessen begrenzt und gesteuert werden!“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-mehr-sitzungswochen-statt-erweiterungsbau-des-bundestages/,Stephan Brandner: Mehr Sitzungswochen statt Erweiterungsbau des Bundestages,NA,Stephan Brandner,"Zu den Plänen, die Bundestagsgebäude um weitere Gebäude für rund eine Milliarde Euro, die teurer und größer als der geplante Kanzleramtsanbau sein sollen, zu erweitern, äußert sich der stellvertretende Bundessprecher der Alternative für Deutschland Stephan Brandner wie folgt:
„Die Anzahl der Bundestagsabgeordneten muss deutlich reduziert, die Ausgaben für sie deutlich verringert werden. Dafür steht die AfD. Wieso ein durch die Wahlrechtsreform verkleinerter Bundestag jedoch einen Raummehrbedarf von 27.000 Quadratmetern haben sollte, erschließt nicht, zumal nahezu sämtliche bestehenden Sitzungssäle und viele Büros nur in den 21 Sitzungswochen pro Jahr genutzt werden, also mehr als die Hälfte des Jahres, mithin über 30 Wochen, leer stehen und nicht benutzt werden. Da böten sich doch, wie nur von der AfD gefordert, mehr Sitzungswochen an, was kaum Mehrkosten verursachen würde. Schließlich sind auch deutliche Personaleinsparungen in der Verwaltung des Deutschen Bundestages angezeigt. Das alles zeigt: diese völlig absurde und überdimensionierte Planung muss augenblicklich gestoppt werden!“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-justiz-laesst-sich-von-clans-erpressen/,Stephan Brandner: Justiz lässt sich von Clans erpressen!,17. Mai 2023,Stephan Brandner,"Zu den laschen Urteilen für Mitglieder des Remmo-Clans wegen des Juwelenraubs im Grünen Gewölbe in Dresden äußert sich der stellvertretende Bundessprecher der Alternative für Deutschland wie folgt:
„Die Justiz macht sich mit einem solchen Kuhhandel vollkommen lächerlich und verspielt den letzten Funken Respekt, den arabische Clans noch vor ihr gehabt haben könnten. Diese können jetzt davon ausgehen, dass man bei schwersten Straftaten wie auf dem heimatlichen Basar milde Urteile erhandeln kann. Wie kann man das dem Bürger noch erklären? Grade die, gegen die während der Corona-Einschränkungen mit der ganzen Härte des Rechtsstaates wegen lächerlichen Kleinigkeiten vorgegangen wurde, sehen nun, dass bei Clankriminalität der Rechtsstaat einknickt. Das ist das völlig falsche Signal!“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-druck-der-afd-wirkt-graichen-raeumt-seinen-platz/,Stephan Brandner: Druck der AfD wirkt: Graichen räumt seinen Platz,17. Mai 2023,Stephan Brandner,"Patrick Graichen muss seinen Posten als Energiestaatssekretär im Wirtschaftsministerium verlassen. Stephan Brandner, stellvertretender Bundessprecher der Alternative für Deutschland, stellt dazu fest:
„Dass Graichen seinen Platz räumt, geht auf den Druck der AfD zurück. Ohne unser Engagement wären die Machenschaften um den Staatssekretär im Ministerium noch ewig so weiter gegangen, erst nach unserem parlamentarischen Vorgehen wurden die anderen Parteien und die Medien aktiv. Unser Antrag auf die Einsetzung eines Untersuchungsausschusses ist trotzdem aktuell wie zuvor: schließlich kennen wir bislang nur die Spitze des Eisberges. Die Verstrickungen und der Filz rund um die Ampelregierung sind bei weitem nicht nur auf die Person Graichen zu reduzieren. Viel mehr sägt Habeck seinen Vertrauten ab, um seinen eigenen Kopf und viele andere Köpfe des Grünen Clans zu retten. Als AfD stehen wir für die vollständige Aufklärung des Skandals und vor allem für eine zügige Ablösung der Ampelkoalition.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/carlo-clemens-desastroeses-ergebnis-der-aktuellen-iglu-studie-muss-konsequenzen-haben/,Carlo Clemens: Desaströses Ergebnis der aktuellen IGLU-Studie muss Konsequenzen haben,16. Mai 2023,Carlo Clemens,"Laut der internationalen Grundschul-Lese-Untersuchung (IGLU) verfehlt ein Viertel der Viertklässler das Mindestniveau bei den grundlegenden Lesefähigkeiten. Im internationalen Vergleich landet Deutschland mittlerweile unter dem Durchschnitt der EU-Staaten. Carlo Clemens, Mitglied im Bundesvorstand der Alternative für Deutschland, kommentiert den kontinuierlichen Leistungsabfall an deutschen Grundschulen wie folgt:
„Alle ideologischen Experimente, die uns in dieses Bildungsdesaster geführt haben, müssen beendet werden. Die Politik muss jetzt die Weichen stellen, um Deutschland wieder zu einem Bildungsstandort erster Güte zu machen. Die durch eine verfehlte Migrationspolitik der letzten zehn Jahre politisch forcierte Heterogenität in Schulklassen überlastet das System. In vielen Schulen herrschen kulturell bedingte Integrationsprobleme und fehlende Deutschkenntnisse. Darunter leiden lernstarke sowie lernschwache Schüler mit und ohne Migrationshintergrund. Zudem hat der sozioökonomische Status des Elternhauses unverändert einen hohen Einfluss auf den Bildungserfolg von Schülern. Die Schulschließungen der Corona-Jahre haben fatale Lernrückstände erzeugt.
Die AfD fordert klare Verhältnisse durch das bewährte mehrgliedrige Schulsystem mit überschaubaren Klassengrößen, stabilen Leistungsniveaus und starken Förderschulen für Schüler mit besonderen Bedarfen. Wir brauchen vor allem eine Entlastung von Lehrkräften von nicht-pädagogischen Aufgaben und eine vereinfachte Ausbildung für Grundschullehrer. Die Schule muss primär Lernort sein – kein gesellschaftlicher Reparaturbetrieb! Wir brauchen eine frühzeitige und ganzheitliche deutsche Sprachförderung, um die Lese- und Sprachkompetenz im vorschulischen Bereich und in der Primarstufe langfristig zu sichern. Lesen und Schreiben müssen in Bildungseinrichtungen systematisch geübt werden. Dazu können digitale Tools helfen – Digitalisierung im Unterricht darf aber kein Selbstzweck sein.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
https://www.afd.de/stephan-brandner-letzte-generation-ist-kriminelle-vereinigung/,Stephan Brandner: Letzte Generation ist kriminelle Vereinigung,16. Mai 2023,Stephan Brandner,"Während die Klimaterroristen der „Letzten Generation“ erneut durch gefährliche Eingriffe in den Straßenverkehr auffielen, diesmal auf der A100 in Berlin, bestätigt das Landgericht Potsdam den Anfangsverdacht der Bildung einer kriminellen Vereinigung.
Der stellvertretende Bundessprecher der Alternative für Deutschland, Stephan Brandner, kommentiert dies:
„Erst in der vergangenen Woche habe ich im Deutschen Bundestag betont, dass endlich rechtsstaatliche Konsequenzen auf die kriminellen Umtriebe der Vereinigung folgen müssen, also ein Verbot dieser Bande. Dafür habe ich viel Zuspruch erfahren. Die Gruppierung verbreitet Angst und Schrecken, behindert Rettungsdienste, gefährdet Menschenleben. Sie versucht, unseren Staat zu erpressen, um ihre absurden Ziele durchzusetzen. Ich hoffe sehr, dass ein Umdenken stattfindet und diese Terroristen endlich juristisch so belangt werden, dass ihrem Unwesen ein Ende gesetzt wird.“
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA"
