"","url","html_status","fulltext","date","title"
"1","https://www.friedrich-merz.de/merzmail/merzmail-1/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
morgen jährt sich der Tag, an dem der Vertrag über die Deutsche Einheit in Kraft trat, nun schon zum 30. Mal. Der Jahrestag der Einheit unseres Landes ist ein guter Anlass, diese erste #MerzMail an Sie zu schreiben. Mein Newsletter wird von nun an zwei Mal wöchentlich erscheinen. Ich freue mich, dass Sie dabei sind.
Im kollektiven Gedächtnis unseres Landes verblasst die Zeit der Teilung immer mehr. Die Zahl derer, die Mauer, Stacheldraht und Schießbefehl noch miterlebt und im Osten miterlitten haben, wird von Jahr zu Jahr kleiner. Dies alles ist ein Grund zur Freude und zur Dankbarkeit.
Die Zeit der Wiedervereinigung war begleitet von der Gewissheit, dass Demokratie und Marktwirtschaft nun endgültig nicht mehr aufzuhalten seien. Francis Fukuyama schrieb über das „Ende der Geschichte“, darüber, dass nun auf dieser Welt alle grundsätzlichen Entscheidungen getroffen seien, die Welt des 21. Jahrhunderts eine Welt des Friedens, der Freiheit und der Marktwirtschaft werden wird. Heute wissen wir: In dieser Einschätzung und auch in dieser Hoffnung haben wir uns geirrt. Nicht nur Terrorismus und regionale Konflikte beherrschen unsere Zeit, auch die alten Gegensätze zwischen freiheitlichen und autoritären politischen Systemen brechen wieder auf. Russland entfernt sich immer weiter von einer „lupenreinen“ Demokratie, die es ohnehin nie war, und China geht den Weg in eine Diktatur marxistisch-leninistischer Prägung konsequent weiter. Selbst innerhalb der westlichen Staatengemeinschaft sind wir uns über die Grundlagen unserer demokratischen Ordnung nicht mehr einig. Die zunehmend dysfunktionale Demokratie in den USA und „illiberale“ Demokratien im Osten der Europäischen Union stellen Dinge in Frage, die wir seit 1990 als unstreitig und erledigt betrachtet haben.
Diese politischen Entwicklungen haben Folgen auch für uns: Wir werden die Grundlagen unserer offenen und liberalen Gesellschaften wieder mehr diskutieren und auch verteidigen müssen. Das ist kein Grund zum Pessimismus, im Gegenteil: Gerade am 30. Jahrestag der Deutschen Einheit können und dürfen wir zuversichtlich sein, dass es uns gelingt, die Überlegenheit von Demokratie und Marktwirtschaft für ein menschliches und soziales Miteinander in Deutschland und Europa auch in Zukunft gut zu begründen und die Mehrheit unserer Bevölkerung dafür zu gewinnen.
Ich wünsche Ihnen ein schönes Feiertagswochenende!
Ihr
Friedrich Merz
		","2. Oktober 2020","#MerzMail 1"
"2","https://www.friedrich-merz.de/merzmail/merzmail-2/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
mit Corona und den Einschränkungen unseres Alltags machen wir vielfältige neue Erfahrungen, im Guten wie im Schlechten. Zu den guten Erfahrungen zählen die Videoformate für Konferenzen und Besprechungen – Formate, die es schon lange vorher gab, die wir aber jetzt erst richtig zu nutzen wissen. Vor allem das Arbeiten von zu Hause aus hat dadurch einen ganz anderen Stellenwert bekommen.
Das Homeoffice kann die persönlichen Begegnungen am Arbeitsplatz nicht ersetzen, aber es eröffnet Möglichkeiten, Beruf und Familie besser miteinander zu vereinbaren. Wir sollten dabei nicht übersehen, dass Homeoffice auch zu neuen Belastungen für junge Familien führen kann, wenn sie auf engem Raum leben. Vor allem junge Frauen sind davon zu oft betroffen. Aber insgesamt überwiegen die Vorteile. Homeoffice wird auch nach Corona weit mehr als in der Vergangenheit unseren beruflichen Alltag bestimmen.
Ein typischer Reflex von Teilen der Politik auf solche Entwicklungen ist regelmäßig der Ruf nach einer gesetzlichen Regelung. Aber muss aus der Nutzung des Homeoffice gleich ein Rechtsanspruch werden? Brauchen wirklich alle Arbeitnehmerinnen und Arbeitnehmer einen gesetzlichen Anspruch – Arbeitnehmer in der Produktion genauso wie die Projektleiterin eines Dienstleistungsunternehmens? Alles über einen Kamm, jeder 24 Tage im Jahr? Oder könnten wir nicht ausnahmsweise einmal den Unternehmen und den Beschäftigten vertrauen, dass sie das in ihrem Verantwortungsbereich schon eigenverantwortlich vernünftig regeln?
Jedes gut geführte Unternehmen wird aus eigenem Interesse so viel Homeoffice anbieten wie möglich. Freiwillige Vereinbarungen haben sich bewährt. Ein gesetzlicher Anspruch dagegen muss überwacht werden, schafft wieder einmal unnötige zusätzliche Bürokratie und führt zu neuen Streitigkeiten vor den Arbeitsgerichten. Deutschland ächzt schon jetzt unter der Last von Gesetzen und Verordnungen, die keiner mehr alle kennt, und einer Verwaltung, die deshalb kaum noch Zeit findet, sich auf die wirklich wichtigen Aufgaben zu konzentrieren. Ein Rechtsanspruch auf Homeoffice ist unnötig und überflüssig. Und die Qualität der Politik bemisst sich nicht allein an der Zahl der Gesetze und Verordnungen, die sie jede Woche neu produziert.
Ich wünsche Ihnen eine gute Woche.
Ihr
Friedrich Merz
		","5. Oktober 2020","#MerzMail 2"
"3","https://www.friedrich-merz.de/merzmail/merzmail-3/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
die Nachrichten der letzten Tage über sprunghaft steigende Infektionszahlen mit dem Corona-Virus begleiten uns in die Herbstferien, die jetzt in vielen Bundesländern beginnen. Erneut gibt es erhebliche Einschränkungen für Reisende, für den Hotel- und Gaststättenbereich, für private Feiern. Wir alle spüren, dass die Menschen angespannt sind, dass die Belastungen als zunehmend unangenehm empfunden werden. Die Wirtschaft leidet weiter und in einigen Branchen sogar zunehmend unter Corona. Vor allem die Veranstaltungsbranche steht vor weiteren schweren Wochen und Monaten.
In einer solchen Lage muss die Politik verantwortungsvoll und mit Augenmaß führen. Die Bundesregierung steuert vor allem den Prozess der Koordinierung aller Maßnahmen mit den Bundesländern. Viel mehr kann sie nicht tun, denn auch für die Durchführung von Bundesgesetzen sind in der Regel die Länder zuständig. Unser Föderalismus hat Stärken, er zeigt in der Krise aber auch seine Schwächen. Vor allem in den Regionen unseres Landes, in denen Bundesländer aneinander grenzen, stoßen unterschiedliche Regeln für private Feiern, Hotelbesuche und Beeinträchtigungen des Alltags etwa in den Schulen zu Recht auf Unverständnis in der Bevölkerung.
Wir werden gleichwohl mit solchen Unvollkommenheiten noch eine ganze Weile leben müssen. Die Hoffnung auf einen Impfstoff bleibt, aber das wird dauern. Stellen wir uns darauf ein, noch längere Zeit mit dem Virus und allen Begleitumständen umgehen zu müssen.
Vielleicht gibt uns allen ein wenig Zuversicht, dass wir in Deutschland im internationalen Vergleich immer noch mit die geringsten Infektionszahlen und vor allem eine der niedrigsten Sterberaten haben. Die angeordneten Maßnahmen wirken – und wenn sie unverhältnismäßig sind, greifen unsere Verwaltungsgerichte immer wieder korrigierend ein. Im Ergebnis können wir festhalten: Deutschland ist bis jetzt gut durch die Krise gekommen. Große Teile der Bevölkerung stehen im Grundsatz hinter den Entscheidungen der Bundesregierung und der Landesregierungen, unser politisches Personal genießt Vertrauen. Darauf kommt es auch in nächster Zeit an. Wir haben unverändert die Chance, aus der Krise gut herauszukommen. Es wird aber länger dauern, als wir noch zu Beginn der Pandemie gehofft haben.
Ich wünsche Ihnen trotz aller Einschränkungen ein schönes Wochenende.
Ihr
Friedrich Merz
		","9. Oktober 2020","#MerzMail 3"
"4","https://www.friedrich-merz.de/merzmail/merzmail-4/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
„Fridays for Future“ versucht in diesen Tagen, erneut die Aufmerksamkeit auf umweltpolitische Themen zu richten. Der Dreiklang lautet: Die Klimakatastrophe naht, die Politik tut nichts, und das Wirtschaftssystem muss überwunden werden.
Richtig ist: Es gibt in der Umweltpolitik noch viel zu tun, auch in Corona-Zeiten. Richtig ist aber auch: Wir haben schon viel erreicht. Die CO2-Emissionen sind in Deutschland seit 1990 um fast 40 % gesunken, obwohl sich unsere Wirtschaftsleistung seitdem mehr als verdoppelt hat. Möglich wurde dies vor allem mit einem europäischen, marktwirtschaftlichen System. Die Energiewirtschaft, einige energieintensive Industrien und seit 2012 auch der Luftverkehr müssen an der Leipziger Börse sogenannte „CO2-Zertifikate“ kaufen, die ihnen bestimmte CO2-Mengen erlauben. Da die Zahl der Zertifikate begrenzt ist, wird CO2 dort am besten vermieden, wo sich für das eingesetzte Zertifikat am meisten erreichen lässt.
Dieses marktwirtschaftliche Instrument vermeidet mehr CO2 als jedes gesetzliche Verbot. Der Erfolg gibt diesem Weg Recht, aber es ist ein stiller Erfolg, denn er wird in der öffentlichen Diskussion nicht oft erwähnt. Trotzdem oder gerade deswegen müssen wir auf diesem Weg weitergehen: Mit dem Preismechanismus der Marktwirtschaft lassen sich die ehrgeizigen Ziele der Umweltpolitik auch in Zukunft erreichen. Die Belastung unserer Umwelt bekommt ein Preisschild. Wir nennen das die ökologische Erneuerung der Sozialen Marktwirtschaft.
Alle staatlich gelenkten Wirtschaftssysteme zeigen hingegen, dass die Umwelt unter dem Diktat der Staatswirtschaft am meisten leidet. Wer vor diesem Hintergrund das marktwirtschaftliche System überwinden will, schadet der Umwelt und damit auch den Menschen. Erfolgreicher Umweltschutz geht auf Dauer nur mit einer guten Verbindung zwischen marktwirtschaftlichen Instrumenten und einem verlässlichen gesetzlichen Ordnungsrahmen.
Ich wünsche Ihnen einen guten Start in die Woche.
Ihr
Friedrich Merz
		","12. Oktober 2020","#MerzMail 4"
"5","https://www.friedrich-merz.de/merzmail/merzmail-5/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
auch wenn wir beginnen, uns innerlich dagegen aufzulehnen: Corona hat die Politik auch in dieser Woche wieder fest im Griff. Die Fallzahlen steigen deutlich an, die Zahl der Menschen, die in Krankenhäusern und Intensivstationen behandelt werden müssen, ebenso.
Ich war in dieser Woche an der Basis der CDU unterwegs. Mein Eindruck ist: Die Menschen im Land sind trotz Corona an den großen Themen unserer Zeit im höchsten Masse interessiert. Die Versammlungen sind – trotz aller Einschränkungen wie Sitzabstand und Schutzmasken – gut besucht. Es herrscht ein Klima intensiver, sachlicher und konstruktiver Diskussion um die Wirtschaftspolitik, die Umwelt- und Energiepolitik, die Finanzpolitik und um die Außen- und Sicherheitspolitik. Die Sorgen um unseren Arbeitsmarkt und um die Zukunft des Industriestandorts Deutschland stehen fast überall im Vordergrund.
Erklärungsbedürftig bleiben die vielen unterschiedlichen und zum Teil widersprüchlichen Maßnahmen, die in den Bundesländern zum Schutz der Bevölkerung vor dem Virus ergriffen werden. Zahlreiche Verwaltungsgerichte haben in dieser Woche das in einigen Bundesländern ausgesprochene Beherbergungsverbot aufgehoben. Diese Entscheidungen habe ich erwartet, denn die Erlaubnis, in größerer Runde in einem Hotelrestaurant zu Abend zu essen und das Verbot, im selben Hotel allein oder zu zweit zu übernachten, sind so widersprüchlich, dass das Verbot ganz offensichtlich ungeeignet ist, den erhofften Zweck zu erfüllen.
Trotzdem bleiben die übrigen Entscheidungen, die die Bundeskanzlerin und die Ministerpräsidenten der Bundesländer am vergangenen Mittwoch in Berlin getroffen haben, hinter den Notwendigkeiten zurück, die Virologen weitgehend übereinstimmend als erforderlich ansehen, um einen Kontrollverlust im Infektionsgeschehen zu vermeiden. Es mag schwierig sein, den durchaus unterschiedlichen Fallzahlen in den einzelnen Bundesländern mit einheitlichen Regeln für ganz Deutschland gerecht zu werden. Aber wäre es angesichts der ernsthaft drohenden Auswirkungen auf unsere Volkswirtschaft und auf unseren Arbeitsmarkt in ganz Deutschland nicht an der Zeit, dass die Ministerpräsidenten jetzt einmal geschlossen und einvernehmlich die Vorschläge der Bundesregierung unterstützen und mit dafür sorgen, dass die Menschen in ganz Deutschland wissen, was zur Zeit geht und was nicht geht? Diskussionen sind in der Politik notwendig und unverzichtbar. Es müssen aber auch Entscheidungen getroffen werden, die nachvollziehbar, verständlich und von gewisser Dauer sind.
Ich wünsche Ihnen trotz aller Ungewissheiten ein schönes Wochenende!
Ihr
Friedrich Merz
		","16. Oktober 2020","#MerzMail 5"
"6","https://www.friedrich-merz.de/merzmail/merzmail-6/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
Corona richtet in vielen Unternehmen in Deutschland und in der Welt massiven Schaden an. Das Jahr 2020 wird ein Jahr der Rezession, mit Unternehmensinsolvenzen und einem hohen Verlust von Arbeitsplätzen. Wir kommen aus dieser Rezession wieder heraus, aber es wird länger dauern als erhofft.
Die langfristigen Folgen unseres Kampfes gegen Corona werden dagegen an anderer Stelle und sehr viel später sichtbar werden, dafür aber mit umso größerer Wirkung: Unsere Kinder und die junge Generation verlieren in diesem Jahr und wahrscheinlich auch im nächsten Jahr größere Teile ihrer Schulbildung. Der Unterrichtsausfall insbesondere an den staatlichen Schulen ist erheblich. Wir wissen aus der Bildungsforschung, dass schon vier Wochen Unterrichtsausfall Auswirkungen auf die lebenslangen Berufs- und Einkommenschancen hat. Der Hinweis darauf, dass ja alle Kinder mehr oder weniger gleichzeitig diese Einschränkungen hinnehmen müssen, gibt nur auf den ersten Blick eine gewisse Beruhigung. Im internationalen Vergleich, vor allem gegenüber den aufstrebenden Nationen aus Asien, wird die junge Generation in Deutschland einen weiteren Rückschlag erleiden. Umfang und Ausmaß dieses Problems werden wir erst mit einigem Abstand zu den aktuellen Ereignissen sehen.
Wenn Bildung die wichtigste Voraussetzung für die Zukunftsfähigkeit unseres Landes ist, dann müssen die Schulen, die Ausbildungsbetriebe und die Hochschulen mehr und besser in den Mittelpunkt der Strategie gegen Corona gerückt werden. Mir wird in Deutschland zurzeit zu viel über Urlaubsbeschränkungen und die Partyszene geschrieben und gesendet und zu wenig über die Probleme unserer Schulen. Wir müssen gerade jetzt alles tun, um den Schülerinnen und Schülern, den Ausbildungsbetrieben und den Schulen selbst jede Hilfestellung anzubieten, damit der Bildungsrückstand nicht zu groß wird. Lehrern, Eltern und Schülern muss die höchste Aufmerksamkeit geschenkt werden. Nicht nur die Zukunft der jungen Generation, die Zukunft unseres Landes hängt davon ab.
Ich wünsche Ihnen trotz allen Einschränkungen eine gute Woche!
Ihr
Friedrich Merz
		","19. Oktober 2020","#MerzMail 6"
"7","https://www.friedrich-merz.de/merzmail/merzmail-7/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
die Auseinandersetzung um die Präsidentschaftswahlen in den USA ist in der vergangenen Nacht auf ein halbwegs zivilisatorisches Niveau zurückgekehrt. Möglich wurde dies allerdings nur, weil die Moderatorin des letzten Fernsehduells den beiden Kontrahenten nach jeweils zwei Minuten das Mikrofon ausschalten konnte. Ansonsten blieb es bei gegenseitigen Vorwürfen und harten persönlichen Attacken bis in den persönlichen und familiären Bereich hinein. Erkenntnisgewinne für die Zuschauer halten sich nach diesem letzten Schlagabtausch in engen Grenzen.
Sichtbar wird dagegen eine zunehmend dysfunktionale Demokratie in den USA. Der Wahltag selbst könnte mit erheblichen Turbulenzen verbunden sein – bis hin zu lang anhaltender Unsicherheit über das endgültige Ergebnis. Und selbst wenn Joe Biden die Wahlen gewinnt und möglicherweise die Demokraten sogar die Mehrheit im Senat erreichen: Die „guten alten Zeiten“ (die es in Wahrheit so gut wie nie gab) kehren nicht zurück. Amerika wird auch in Zukunft seine eigenen Interessen wahrnehmen und die Rolle einer Weltordnungsmacht nicht wieder spielen. Die politische Ordnung, die nach den Erfahrungen zweier Weltkriege in der ersten Hälfte des 20. Jahrhunderts maßgeblich von den Amerikanern geformt wurde, verliert nach und nach ihre Bedeutung und ihre Wirkmächtigkeit. Das 21. Jahrhundert zeigt sich in seiner ganzen Widersprüchlichkeit, die Neuordnung der politischen und ökonomischen Kräfteverhältnisse hat längst begonnen und wird sich nach den Wahlen in den USA  fortsetzen. Der Ton wird vielleicht wieder etwas freundlicher, die demokratische Partei und ihr möglicher Präsident werden gleichwohl nicht zurückkehren zu der alten, uns vertrauten multilateralen Weltordnung und zu offenem Welthandel.
Damit steht Europa vor der Notwendigkeit einer strategischen Neuausrichtung seiner internationalen Beziehungen. Europa braucht eine China-Strategie, eine Afrika-Strategie und auch eine Amerika-Strategie. Es wäre gut, wenn die Briten nach ihrem nun unabwendbaren Austritt aus der EU bei der Formulierung dieser Strategien nicht vollkommen außen vor blieben. Sie sind immerhin Mitglied der NATO, eines von zwei europäischen, ständigen Mitgliedern des UN-Sicherheitsrates und eine von zwei europäischen Nuklearmächten. Boris Johnson macht uns und sich selbst das alles nicht leicht. Aber wir Europäer müssen ein Interesse daran haben, dass Großbritannien wenigstens in den Grundzügen ein Teil der europäischen Sicherheitsarchitektur bleibt.
Ich wünsche Ihnen ein schönes Wochenende.
Ihr
Friedrich Merz
		","23. Oktober 2020","#MerzMail 7"
"8","https://www.friedrich-merz.de/merzmail/merzmail-8/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
diese Mail erreicht Sie mit mehr als einem Tag Verspätung. Die beiden letzten Tage waren turbulent und ereignisreich. Hier eine kurze Zusammenfassung und ein Ausblick:
Nach dem angekündigten Rücktritt unserer Parteivorsitzenden im Februar dieses Jahres waren wir uns einig, dass die CDU so schnell wie möglich eine Nachwahl im Amt der/des Vorsitzenden durchführen muss. Damit wollten wir eine handlungsfähige Führung der Partei in diesem Jahr sicherstellen. Der für den 25. April 2020 geplante Parteitag konnte jedoch wegen der ersten Corona-Welle nicht durchgeführt werden. Ein weiterer außerordentlicher Bundesparteitag wäre möglich gewesen im September oder Oktober. Davon hat die CDU im Einvernehmen mit uns drei Kandidaten im Hinblick auf den bereits terminierten ordentlichen Parteitag am 04. Dezember 2020 Abstand genommen. Wir waren uns über das ganze Jahr hinweg einig, dass am 04. Dezember ein neuer Vorstand und damit auch ein neuer Parteivorsitzender gewählt werden sollte.
Die zunehmenden Infektionszahlen in den letzten Tagen haben die Parteivorsitzende veranlasst, die fünf stellvertretenden Parteivorsitzenden, den Generalsekretär und uns Kandidaten für letzten Sonntag zu einem vertraulichen Gespräch über die weitere Vorgehensweise nach Berlin einzuladen. Dieses Gespräch wurde entgegen unseren Vereinbarungen am Sonntagvormittag öffentlich bekannt.  Armin Laschet teilte der Presse bereits vor Beginn des Treffens mit, der Termin des Parteitages könne aufgrund der Corona-Lage auf keinen Fall stattfinden.
In der Besprechung waren wir uns unserer besonderen Verantwortung im Hinblick auf die Corona-Lage und über unsere Vorbildfunktion in der Öffentlichkeit einig. Ich hätte einen Präsenz-Parteitag immer noch für möglich gehalten, habe die Bedenken der meisten übrigen Beteiligten aber auch ernst genommen. Daher habe ich den Kompromiss-Vorschlag unterbreitet, den Parteitag am 04.12. digital und die Abstimmung über den Vorsitzenden danach per Briefwahl durchzuführen. Diesem Vorschlag konnten sich die Anwesenden nicht anschließen. Präsidium und Bundesvorstand haben gestern dann so beschlossen, wie Sie es den Medien entnehmen konnten.
Ich habe einer erneuten Verschiebung unserer Entscheidung über den neuen Vorsitzenden der Partei  auch öffentlich widersprochen. Es gibt dafür aus meiner Sicht kein tragfähiges Argument, im Gegenteil, wir können entscheiden. Wir müssen aus meiner Sicht auch entscheiden, denn die Partei verträgt die weitere Unsicherheit und Unklarheit über ihre zukünftige Führung nicht. Ohne die längst fällige Neuwahl unseres Vorsitzenden gingen wir geschwächt und mit einer unvermeidlich anhaltenden Personaldiskussion in ein neues Jahr mit mindestens fünf Landtagswahlen, mehreren Kommunalwahlen und im Herbst der Bundestagswahl. Die CDU braucht ab dem Jahreswechsel Klarheit.
Wie geht es jetzt weiter? Nach den Statuten der CDU können mindestens ein Drittel der Landesverbände einen Bundesparteitag beantragen. Dieser Weg wird seit gestern in mehreren Landesverbänden erwogen. Notwendig wären mindestens 6 Landesverbände, die einen solchen Parteitag beantragen (6 von 17). Die digitale Durchführung eines Bundesparteitages ist mit dem erwarteten Inkrafttreten des geänderten Parteiengesetzes auch dann möglich, wenn – wie in den Statuten der CDU – ein solches Format bisher noch nicht vorgesehen ist. Digitale Personalentscheidungen sind dagegen bisher nicht möglich, dafür müsste wohl das Grundgesetz geändert werden.
Die CDU könnte also – ohne, dass der Bundesvorstand seine Entscheidung förmlich ändert – noch in diesem Jahr den bisher geplanten Bundesparteitag durchführen und die Vorsitzendenfrage in einer Briefwahl entscheiden. Wenn wir diesen Weg gehen, folgen wir in einem modernen Format dem, was die CSU und die Junge Union längst erfolgreich erprobt haben und andere Parteien ebenfalls planen. Ich meine: Die CDU muss entscheiden, und sie kann zugleich zeigen, dass sie die moderne Form eines Parteitags in schwierigen Zeiten auch nutzt.
Ich wünsche Ihnen weiterhin eine gute Woche!
Ihr
Friedrich Merz
		","27. Oktober 2020","#MerzMail 8"
"9","https://www.friedrich-merz.de/merzmail/merzmail-9/",200,"
			Liebe Unterstützerinnen,
liebe Unterstützer,
in der CDU hält die intensive Diskussion über die Wahl eines neuen Vorsitzenden unvermindert an. Ich habe im Laufe der Woche in der Partei sehr viel Zustimmung, aber auch Kritik für meinen Vorstoß vom Anfang der Woche bekommen. Über die Zustimmung freue ich mich, die Kritik nehme ich sehr ernst. Die gesamte Diskussion ist Ausdruck der offenen Führungsfrage in der CDU, die wir mit einem frühen Parteitag bereits Ende April lösen wollten.
Wir sollten jetzt den Blick nach vorn richten und gemeinsame Lösungen suchen. Der Vorsitzende der Jungen Union Tilman Kuban beschreibt die Ausgangslage heute in seinem Namensbeitrag in der FAZ aus meiner Sicht weitgehend zutreffend. Vor allem die Digitalisierung im Parteienrecht bleibt hinter den Notwendigkeiten erkennbar zurück. Dabei haben andere Lebensbereiche außerhalb der Politik längst gezeigt, wie es geht. Wenn große Unternehmen ihre Hauptversammlungen mit mehreren tausend Anteilseignern digital durchführen und ihre Gremienvertreter rechtssicher digital wählen – warum geht das in den politischen Parteien angeblich nicht? Parteien sind für die Funktionsfähigkeit unseres Landes mindestens ebenso wichtig wie große Unternehmen. Und Parteien sollten in dem, was sie tun und wie sie es tun, im Land vorangehen und nicht zurückbleiben. Wir können nicht das Wort von der Digitalisierung beständig im Mund führen und sie dann in der Parteiendemokratie auf das Versenden von SMS und die Bildung von Whatsapp-Gruppen beschränken.
Die rechtliche Prüfung in der CDU und im Wissenschaftlichen Dienst des Deutschen Bundestages über mögliche digitale Formate dürfte in den nächsten Tagen zum Abschluss kommen. Dann sollten wir drei Kandidaten noch einmal über den Zeitplan sprechen. Ich bin keineswegs dogmatisch festgelegt auf ein bestimmtes Datum und zu vernünftigen Kompromissen natürlich jederzeit bereit. Ich bleibe allerdings dabei, dass die Führungsfrage der CDU bald gelöst werden muss. Der Termin der Bundestagswahl steht mit dem 26. September 2021 jetzt so gut wie fest. Zu Beginn des nächsten bleiben uns damit weniger als 9 Monate, diese Wahl vorzubereiten. Für den neuen Vorsitzenden der CDU ist schon dieser knappe Zeitraum sehr anspruchsvoll. Wir sollten es uns allen nicht noch schwerer machen. Das Wahljahr 2021 wird schwer genug.
Ich wünsche Ihnen ein schönes Wochenende.
Ihr
Friedrich Merz
		","30. Oktober 2020","#MerzMail 9"
"10","https://www.friedrich-merz.de/merzmail/merzmail-10/",200,"
			Liebe Untersützerinnen,
liebe Unterstützer,
wie viele Länder in Europa geht auch Deutschland mit dem heutigen Tag in den zweiten Lockdown. Es ist ein Lockdown light, denn anders als im Frühjahr bleiben wenigstens die Schulen offen, jedenfalls soweit es eben vertretbar ist. Gleiches gilt für den Einzelhandel, die Betriebe sind ebenfalls geöffnet. Es gibt auch keine Ausgangssperren wie zum Beispiel in Frankreich. Die deutsche Politik schließt Restaurants, Hotels und alle Veranstaltungen mit mehreren Personen im öffentlichen Raum, ansonsten appelliert sie an die Eigenverantwortung der Menschen, und das ist auch richtig so.
Trotzdem werden die Einschränkungen nicht klaglos hingenommen, und das ist das gute Recht aller Betroffenen. Wir leben in einem Rechtsstaat, nicht in einem Obrigkeitsstaat. Das letzte Wort haben die Gerichte, im Zweifel das Bundesverfassungsgericht. Die Regierung kann der Meinung sein, dass sie eine ausreichende (Rechts-) Grundlage für Ihre Entscheidungen hat, und dass ihre Entscheidungen verhältnismäßig – also geeignet, erforderlich und angemessen – sind, entscheiden kann sie darüber nicht. Die Gewaltenteilung gilt, auch in der Krise.
Die Bevölkerung hat deshalb allen Grund, unserem Rechtsstaat zu vertrauen. Er bewährt sich nicht allein im normalen Alltag, sondern in Ausnahmesituationen. Und Corona ist eine Ausnahmesituation, die wir hoffentlich irgendwann hinter uns lassen können.
Eine Ausnahmesituation, die schnell in den Ausnahmezustand übergehen kann, sind auch die morgigen Wahlen in den USA. Der auf die Spitze getriebene Konflikt um das Präsidentenamt verspricht keine Versöhnung der Kontrahenten am Wahlabend. Wenn aus Gegnern Feinde werden, funktioniert die Demokratie nicht mehr. Falls das Wahlergebnis für viele Tage offen und umstritten bleibt, könnte die amerikanische Demokratie für sehr lange Zeit irreparablen Schaden nehmen. Amerika ist jetzt schon kein Vorbild mehr für uns und unsere Demokratie. Dies zu schreiben fällt mir persönlich sehr schwer, denn ich bin diesem Land seit Jahrzehnten persönlich und beruflich eng verbunden. Umso mehr müssen wir Europäer und ganz besonders wir Deutsche pfleglich umgehen mit unseren Institutionen und mit unserer Demokratie – gerade dann, wenn wir unterschiedlicher Meinung sind.
Ich wünsche Ihnen eine gute Woche.
Ihr
Friedrich Merz
		","2. November 2020","#MerzMail 10"
